id,participant,sample_id,context,verbatim,words,experience_type,unit_type,disfluency,laughter,speech_certainty,clause,dependent_clause,"coordinate_clause
",clarity,ellipsis,comments
26,participant_b,8.2.2,"The participant was watching a YouTube video where the speaker referenced a previous part of the video. This triggered a vivid mental visualization of the house mentioned earlier, seen from the same vantage point. At the same time, the participant involuntarily repeated the speaker’s words internally, pulling them away from listening to the video. The inner speech was fluent, structured, and had a natural cadence but lacked auditory qualities.","I was repeating what he said, for some reason. I didn’t try to do it. It wasn’t something that was a goal of mine."" [...] ""It’s my voice. It’s the same exact voice from the first one. That’s like my daydream voice. It’s quieter, pulls me away from the situation. It’s not, I’m not actively trying to say it."" [...] ""It’s just the words that are in a row."" [...] ""It’s like speaking on autopilot, kind of. Like I had no direction or goals or I never, I’m not trying to say it, but the words are coming out in fluent sentences."" [...] ""It’s not voiced, but it represents speech. Like, it’s clearly speech."" [...] ""It has the rhythmic sequence of speech."" [...] ""It kind of feels like it would be sentences I would say, even though I’m not actually actively trying to produce the words."" [...] ""It’s almost like I am daydreaming in words.",indeterminate,indeterminate,indeterminate,absent,absent,certain,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,It’s almost like I am daydreaming in words - hard to say whether it's speaking or hearing
27,participant_b,8.3.1,"participant_b is reading a text message. As he reads the phrase ""You’re moving further, at least."", he simultaneously innerly speaks it in his head, deliberately and with intent. This inner speech is self-initiated rather than occurring automatically.","I was saying it, I was actively saying this one. [...] It wasn’t like hearing. It wasn’t like a daydream. I was reading this and saying it."" [...] ""There’s no tone to it, but they are words being said. Almost monotone kind of, but it still follows the rhythm of the speed that I was reading it. So saying every single word that I was reading."" [...] ""I’m saying it in my head and it’s not really a sound. Maybe it’s like a whisper. I don’t know. It’s not like I don’t hear my voice."" [...] ""It’s a voice, but I don’t know if I could actually say that there’s sound to it."" [...] ""I feel like I’m saying it. But I’m just saying it in my head instead of out loud."" [...] ""As I’m talking now, it’s the same thing, except it doesn’t sound the same. It feels the same. It doesn’t sound the same.","You’re moving further, at least.",inner_speaking,full_sentence,absent,absent,certain,1,0,0,high,absent,
29,participant_b,8.6.1,"participant_b is about to respond to a blog comment stating that people without internal monologue would be ""braindead."" As he considers this claim, he passively innerly speaks a rebuttal, though he has not yet typed or voiced a response. His focus at the moment is on this automatic inner speech rather than any deliberate engagement with the comment.","I was thinking about that comment and passively said, “Actually, that’s not true.”  [...] ""My thought voice. I didn’t try to say it. There is no destination. It just flowed out, almost like my brain was starting the sentence for me without me actually having to actively think about how to start it off."" [...] ""It feels spoken, but it isn’t. [...] It’s not my voice, but it is strangely like a voice that is mine."" [...] it feels like I’m speaking, but I, it’s not something that I’m trying to do","Actually, that’s not true.",indeterminate,full_sentence,absent,absent,certain,1,0,0,high,absent,"It feels spoken, but it isn’t. [...] It’s not my voice, but it is strangely like a voice that is mine."" [...] it feels like I’m speaking, but I, it’s not something that I’m trying to do -- makes it indeterminate"
30,participant_b,9.3.1,"participant_b is reading a book and comes across the phrase ""My dream placed me at the center of Being itself."" As he reads, he innerly speaks the phrase, making it the focus of his experience.","I read, I was reading a book, and the phrase that I was reading when it beeped was “my dream,” “My dream placed me at the center of Being (B E I N G with a capital B) itself.” “My dream placed me at the center of Being itself.” Um, it felt as though I was speaking the words in my head [...] RTH: So I’m reading [participant_b: Um hm.] and I’m speaking the words that I’m reading. 13:49 participant_b: Yes. “My dream placed me at the center of Being itself.” [...] I don’t hear my voice. I don’t hear someone else’s voice... it’s more like a ghost [...]  I know it’s like a shell of speech. It’s like an outline… There’s no tone, but every word is individual.",My dream placed me at the center of Being itself. ,inner_speaking,full_sentence,absent,absent,certain,1,0,0,high,absent,
31,participant_b,9.4.1,"participant_b is texting his brother about a book they are both reading. He is explaining that the beginning of the book is philosophically dense but does not want his brother to feel overwhelmed. His inner speaking occurs as he types, reflecting his exact phrasing in real time.","I said because, and I said, these words in text (I was typing this) “because it talks a lot about” and then it beeped. Um, but I was going to say “philosophy”: “it talks a lot about philosophy,” but then it beeped, cut me off. [...] Almost like every other beep that we had where I was texting. I’m saying words and typing them at the same time. Same speed as I’m typing, I’m saying them.",Because it talks a lot about,inner_speaking,fragment,absent,absent,certain,1,1,0,high,present,about philosophy (from context)
33,participant_b,10.1.1,"participant_b is posting an image to Instagram. The physical actions of selecting, scrolling, and clicking are automatic and not in focus. His direct experience is centered on formulating the caption, which he innerly speaks in his mind as he plans ahead while completing the upload process."," I said, “written by a fellow PA student” in internal monologue.  RTH: But in my direct experience is the words of the caption “written by a fellow PhD student.” [participant_b: Yes.] Is that right? [participant_b: Correct.] it has vocal characteristics. Like I could hear the syllables of each word that I’m saying, and it follows time as if I was speaking out loud: it’s not like quick, like a full sentence “it’s written by a fellow PA student” in my head. 5:02 RTH: And so there’s that word “hearing” and “feeling” and “saying.” All three of those things are in that sentence, I think. So. 5:13 participant_b: Um, it was, um, I mean, I was saying it because I was, I was thinking about what to write. So I had to say it in my head to see what it would sound like to someone else that was reading it. 5:22 RTH: So I’m saying, I’m saying in my own monotone voice, “written by a fellow PA student.” [participant_b: Yes. ] ",Written by a fellow PA student,inner_speaking,phrase,absent,absent,certain,0,0,0,high,absent,"Used as a caption with no signs of omission and interpreted as a standalone ed-clause, it is annotated as a dependent clause (DP), not as ellipsis."
34,participant_b,10.5.2,"participant_b is participating in a group chat game where friends answer hypothetical questions. The question was ""What sport would be more entertaining if every player was drunk?"". His friends responded with ""NASCAR"" and ""tennis"", and participant_b replied with ""The spelling bee"" (since it airs on ESPN and could technically count as a ‘sport’). This response triggered his vivid imaginative visualization of the scene and an emotional reaction of amusement.","I said in internal monologue, in his perspective, as if he was speaking to his mom in the front row, 'I didn’t even want to do this, Mom. I didn’t hear them, but I imagined him saying that without actually hearing the sentence. Like even with the emphasis. I knew where he would like emphasize it, but I didn’t hear, I didn’t hear the words. I just know that’s the sentence that would come out of his mouth in that like tone and cadence. [...]  I felt like, like, like, like, like laughter, like it was, it was funny. I didn’t laugh out loud, but I definitely like felt joy from the thought that I received. [...] I’m like more laughing at where my brain went with it and it was, it was just like a funny little thing.","I didn’t even want to do this, Mom!",indeterminate,full_sentence,absent,present,uncertain,1,1,0,high,absent,
35,participant_f,4.2.1,"participant_f is writing at her computer. She experiences the final syllable ""n't"" of the word ""can’t,"" but the earlier part of the word is not present at the moment of the beep.","I was saying the word, but not really saying—I’m scare quote ‘saying’ the word ‘can’t.’  I was at the syllable, the nt syllable, and my mouth was in that shape, sort of like I was about to make a t sound. Um, but I only noticed my mouth was that shape after the beep. [...] the ‘nt’ was the present part. Like the ‘ca’ part was in the past. [...] It’s definitely not being transformed into a voice. I’ve just got the sense, like the word and the sound. [...] No, it’s not in a voice.",nt,indeterminate,partial_word,absent,absent,uncertain,0,0,0,high,absent,
38,participant_f,6.3.1,participant_f is outside engaged in some gardening activity.,"It was in my voice, but the voice, but it’s too high for me to actually sing, but it was still in my voice. [...] I substituted in like a weird kind of like consonant-y like ch sound. Like I was like, ch ch ch-ch-ch, like kind of mumbled it in my head. [...] It was like my voice, but it was kind of processed in the same way as the singer in the song. [...] It had a little reverb on it, probably",Feel my heartbeat ch ch ch-ch-ch like a symphony.,indeterminate,full_sentence,present,absent,certain,1,0,0,high,absent,
39,participant_f,8.2.2,"The participant was standing outside, their eyes directed toward a stream, though they were not actively perceiving or analyzing it. Their attention was evenly divided between this passive observation and inner singing. They describe this state as being on ""standby,"" simply waiting, without engaging deeply with their surroundings.","I’m singing in my head. [...] It’s definitely in my voice. I’m singing Adele’s song [...] AK: — “I am understanding that your experience is of singing, as opposed to hearing the song in my head?” participant_f: “Yeah.”",indeterminate,inner_speaking,indeterminate,absent,absent,certain,indeterminate,indeterminate,indeterminate,indeterminate,indeterminate,
45,participant_g,5.2.1,participant_g is typing a text message on her computer and using the word “Novid” (meaning “not COVID”).,"RTH: So hearing myself say the word “Novid.” 38:51 participant_g: Yeah. [...] honestly, Russell, I feel like, ughh, could be the word, could be the concept.",Novid,inner_hearing,single_word,absent,absent,uncertain,0,0,0,high,absent,
48,participant_h,4.2.1,"participant_h is watching Law and Order: SVU and observes a scene where the main character, participant_g, skillfully redirects a personal question from a victim back to the investigation. participant_h recalls that a similar phrase was used in a previous episode.","I was thinking these words: ‘That was a good left turn’. [...] It’s like I’m speaking them, but I don’t hear them. [...] The phrase was present as a whole, not word-by-word. [...] It was just a regular statement, as if I wrote it down with a period at the end. [...] I’m making the words. But like I don’t hear them. Like when I’m speaking to you, I hear them. I hear words in my voice. But when these words are produced, I don’t hear them. But they are produced.",That was a good left turn.,inner_speaking,full_sentence,absent,absent,certain,1,0,0,high,absent,
51,participant_c,3.1.1,"The participant was lying on a couch, staring into space after work. They had turned on the beeper and had been contemplating a grocery list. Just before the beep, they were thinking about what they might log if the beeper were to go off at that moment. This led them to internally produce the phrase ""I was…"", as if beginning an entry for their log.","I innerly said to myself with words, ‘I was.’ [...] Almost as if I were about to write an entry, but I was speaking the words rather than imagining writing them. [...] I would definitely say speaking if I had to choose, but in the most passive manner possible, if that makes sense. [...] Sort of as in a, ‘I was...’ dot, dot, dot kind of manner [...] I didn’t get beyond the, ‘I was’ and then the beep went off",I was...,inner_speaking,fragment,absent,absent,certain,1,0,0,high,absent,
52,participant_c,3.2.1,"The participant was reading a magazine article on their laptop. The specific sentence they were reading at the moment of the beep was “we stop paying attention to what’s happening around us.” The beep occurred immediately after the word “attention.” The sentence was a quoted statement from an interview, and the participant was engaging with it in a manner similar to listening to someone speaking."," I was reading a magazine article on my laptop and the portion of the present sentence was “we stop paying attention to what’s happening around us.” I was innerly hearing my own voice as I read the words, but I had an awareness that it was someone else who had said them. [...] My voice was inflected as if the other person were saying the words to me. [...] I believe hearing is more accurate. RTH: And that this seems more like a hearing experience than it seems like a speaking experience... 15:21 participant_c: Cor, yeah",We stop paying attention to what’s happening around us.,inner_hearing,full_sentence,absent,absent,certain,2,2,0,high,absent,
55,participant_c,4.1.1,"participant_c was sitting and eating lunch while pondering what to make for dinner for Eva-stina’s parents when they visit next week. Just before the beep, he was engaged in multiple overlapping inner experiences.",I innerly said 'I' in hopes that an idea would come to mind and I would be able to continue with something like 'I think we should make [...] It was my voice. It had a very conversational feel to it.,I,inner_speaking,single_word,present,absent,certain,0,0,0,high,absent,
57,participant_c,5.3.1,"participant_c was using his computer and had just typed a message in Facebook Messenger. Before sending it, he decided to add a laughing emoji and hovered his cursor over the emoji icon. As he did this, the phrase “choose an emoji” appeared on the screen."," I innerly heard myself say slowly, 'choose… an… emoji. [...] Sort of more or less as a reaction. I automatically started to read them [...] More like hearing a recording of my voice than like actually saying it.",Choose an emoji,inner_hearing,full_sentence,absent,absent,certain,1,0,0,high,absent,
59,participant_c,6.3.1,"participant_c was writing a message to his sister in response to her asking what he was writing about. At the moment before the beep, he had just typed the acronym “TMS” and was considering whether he wanted to explain transcranial magnetic stimulation in detail or keep his response brief.","I was thinking, “how am I going to explain dot, dot, dot. [...] “how” was [..] like I had said it out loud [...] and then maybe somehow [...] it triggered those other words to come. “am I going to explain” and I felt like that, that seemed more like hearing my voice than me speaking. RTH: And they’re all in your voice? 26:34 participant_c: It wasn’t such a like, okay, here’s the word “how” active. And then hearing the other words passive, it was kind of, it just kind faded into. Yeah, it was somehow it felt like a, more like a gradual transition than me saying “how” and then there, like a pause or something and then “am I going to explain.” 27:03 RTH: So are these all in your voice? [participant_c: Yes. Yup.] This is participant_c, this is participant_c, participant_c’s voice not somebody else’s voice or not, no voice? 27:12 participant_c: Yeah. 27:13 RTH: And when you’re talking about the overlap or the fading, that is between the “how” and the “am I going to explain” not within the “am I going to explain”? 27:27 participant_c: I don’t, I don’t know. I don’t know. 27:30 RTH: So somehow there’s a, “how” and a “am I going explain” and these are happening overlappy, overlappishly. And pretty distinctly different experientially, but exactly how to explain which part of these things are overlapped that, that’s something of a challenge. 27:50 participant_c: Yeah.",How am I going to explain,inner_speaking,overlapping_words,present,absent,certain,1,0,0,high,absent,
60,participant_c,6.5.1,"participant_c was outside with his puppy, Max, and had been noticing a man in front of a neighbor’s house using what looked like surveying equipment. Just before the beep, he glanced over at the man for the third time and observed him taking a measurement.","I innerly said to myself “still there,” which overlapped with “what is he...?” “Still there” seems condensed for, um, is he still there? And “what is he” seemed a, condensed form of what is he doing? [...] “Still there” felt active like I was talking to someone, and “what is he” felt more passive, like I was hearing my own voice. ",Still there / What is he,inner_both,overlapping_words,absent,absent,certain,1,0,0,high,present,
66,participant_c,7.6.1,The participant was pressing a wall light switch multiple times because the light did not turn on. He was focused on the action of switching it on and off and was aware of the sound of the switch and the light flashing faintly.,"I heard ‘on’ again in my own voice. But again, there was more of a passive element to it than an active saying. [...]  It was almost like an echo of the word “on,”",on,inner_hearing,single_word,absent,absent,certain,0,0,0,high,absent,
67,participant_c,8.1.1,"The participant was walking his puppy, Max, who had been pulling on the leash. As they were about to exit a trail, he noticed that Max was still pulling but with less force.","At the moment before the beep, I was saying to him out loud, ‘you’re still pulling.’ But at the same time, I was innerly saying with words, ‘but not as much. [...] It felt like I was saying that, but to kind of, to myself, like as an observation to myself, not to him.",but not as much,inner_speaking,fragment,absent,absent,certain,0,0,0,high,present,
70,participant_c,9.2.2,"participant_c was in a semi-dream state, observing a zigzagging green line.","I could hear a voice, which I believe was mine, saying, ‘What is he doing? [...] This was a hearing. Yes. I’m confident this was hearing",What is he doing?,inner_hearing,full_sentence,absent,absent,certain,1,0,0,high,absent,
78,participant_e,6.2.1,participant_e is playing online chess when an unexpected voice appears in his experience.,"It was just the words 'Monday night' in a southern accent. [...] It was someone else’s voice, and I’m hearing it. [...] The words were drawn out like an announcement: 'Monday niiiiight.' [...] It had the energy of a fun, lively voice, like an announcer.",Monday niiiiight,inner_hearing,phrase,absent,absent,certain,0,0,0,high,absent,
79,participant_e,6.5.1,participant_e was watching a video of someone playing a video game.,"In my conscious experience at that moment were the words ‘trusting him is [...] I wouldn’t even say that I’m hearing a voice in my experience. It’s that I’m hearing a person in my experience. [...] I’m hearing this woman, specifically, because [...] in my experience was the fact that the voice was that of a female.",trusting him is,inner_hearing,fragment,absent,absent,certain,1,0,0,high,absent,
92,participant_e,13.6.1,"The participant was texting their family in a group chat. At the moment of the beep, they had just finished typing the word “the” and were internally reading it in their inner voice.","And at the moment of the beep, in my experience was the word “the,” um, spoken in my inner voice. [...] At that moment it was just the word ‘the.’ [...] I didn’t even have what was gonna come after in my experience in any way.",the,inner_speaking,single_word,absent,absent,certain,0,0,0,low,absent,
95,participant_e,13.2.1,"The participant was engaged in writing or typing the words “being food” and was innerly speaking them while also externally writing them. Additionally, they were visually imagining two separate images: (1) Dr. Hurlburt and participant_h reacting to their explanation, and (2) a bundle of cash and a bag of prop methamphetamine. They were also engaged in unsymbolized thinking about how to explain the connection between cash and food.",...auditorially present to me the words ‘being food’... it was the experience of innerly speaking them [...],being food,inner_speaking,phrase,absent,absent,certain,0,0,0,high,absent,
